bea_code,bea_desc,naics_desc,naics_code,bea_naics_desc_agg,text_clean,eio_co2
311410,Frozen food manufacturing,"Chop suey, frozen, manufacturing",311412,"Chop suey, frozen, manufacturing. Frozen food manufacturing",chop suey frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Chow mein, frozen, manufacturing",311412,"Chow mein, frozen, manufacturing. Frozen food manufacturing",chow mein frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Dinners, frozen (except seafood-based), manufacturing",311412,"Dinners, frozen (), manufacturing. Frozen food manufacturing",dinners frozen  frozen food,1.142940040019307
311410,Frozen food manufacturing,"French toast, frozen, manufacturing",311412,"French toast, frozen, manufacturing. Frozen food manufacturing",french toast frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,Frozen dinners (except seafood-based) manufacturing,311412,Frozen dinners () manufacturing. food manufacturing,frozen dinner food,1.142940040019307
311410,Frozen food manufacturing,"Frozen food entrees (except seafood based), packaged, manufacturing",311412,"Frozen food entrees (), packaged, manufacturing. manufacturing",frozen food entree  packaged,1.142940040019307
311410,Frozen food manufacturing,Frozen pizza manufacturing,311412,Frozen pizza manufacturing. food manufacturing,frozen pizza food,1.142940040019307
311410,Frozen food manufacturing,Frozen pot pies manufacturing,311412,Frozen pot pies manufacturing. food manufacturing,frozen pot pie food,1.142940040019307
311410,Frozen food manufacturing,Frozen rice dishes manufacturing,311412,Frozen rice dishes manufacturing. food manufacturing,frozen rice dish food,1.142940040019307
311410,Frozen food manufacturing,Frozen side dishes manufacturing,311412,Frozen side dishes manufacturing. food manufacturing,frozen side dish food,1.142940040019307
311410,Frozen food manufacturing,Frozen soups (except seafood) manufacturing,311412,Frozen soups () manufacturing. food manufacturing,frozen soup food,1.142940040019307
311410,Frozen food manufacturing,Frozen waffles manufacturing,311412,Frozen waffles manufacturing. food manufacturing,frozen waffle food,1.142940040019307
311410,Frozen food manufacturing,"Macaroni, frozen, manufacturing",311412,"Macaroni, frozen, manufacturing. Frozen food manufacturing",macaroni frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Mexican foods, frozen, manufacturing",311412,"Mexican foods, frozen, manufacturing. Frozen food manufacturing",mexican foods frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Nationality specialty foods, frozen, manufacturing",311412,"Nationality specialty foods, frozen, manufacturing. Frozen food manufacturing",nationality specialty foods frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Pancakes, frozen, manufacturing",311412,"Pancakes, frozen, manufacturing. Frozen food manufacturing",pancakes frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Pizzas, frozen, manufacturing",311412,"Pizzas, frozen, manufacturing. Frozen food manufacturing",pizzas frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Pot pies, frozen, manufacturing",311412,"Pot pies, frozen, manufacturing. Frozen food manufacturing",pot pies frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Soups, frozen (except seafood), manufacturing",311412,"Soups, frozen (), manufacturing. Frozen food manufacturing",soups frozen  frozen food,1.142940040019307
311410,Frozen food manufacturing,"Waffles, frozen, manufacturing",311412,"Waffles, frozen, manufacturing. Frozen food manufacturing",waffles frozen frozen food,1.142940040019307
311410,Frozen food manufacturing,"Whipped topping, frozen, manufacturing",311412,"Whipped topping, frozen, manufacturing. Frozen food manufacturing",whipped topping frozen frozen food,1.142940040019307
311420,"Fruit and vegetable canning, pickling, and drying","Artichokes, canned, manufacturing",311421,"Artichokes, canned, manufacturing. Fruit and vegetable canning, pickling, drying",artichokes canned fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Barbecue sauce manufacturing,311421,"Barbecue sauce manufacturing. Fruit and vegetable canning, pickling, drying",barbecue sauce fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Berries, canned, manufacturing",311421,"Berries, canned, manufacturing. Fruit and vegetable canning, pickling, drying",berries canned fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Beverages, fruit and vegetable juice, manufacturing",311421,"Beverages, fruit and vegetable juice, manufacturing. Fruit canning, pickling, drying",beverages fruit vegetable juice fruit canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Brining of fruits and vegetables,311421,"Brining of fruits and vegetables. Fruit vegetable canning, pickling, drying",brining fruit vegetables fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Canning fruits and vegetables,311421,"Canning fruits and vegetables. Fruit vegetable canning, pickling, drying",canning fruit vegetables fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Canning jams and jellies,311421,"Canning jams and jellies. Fruit vegetable canning, pickling, drying",canning jam jellies fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Catsup manufacturing,311421,"Catsup manufacturing. Fruit and vegetable canning, pickling, drying",catsup fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Chili sauce manufacturing,311421,"Chili sauce manufacturing. Fruit and vegetable canning, pickling, drying",chili sauce fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Fruit brining,311421,"Fruit brining. and vegetable canning, pickling, drying",fruit brining vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Fruit butters manufacturing,311421,"Fruit butters manufacturing. and vegetable canning, pickling, drying",fruit butter vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Fruit juice canning,311421,"Fruit juice canning. and vegetable canning, pickling, drying",fruit juice canning vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Fruit juices, fresh, manufacturing",311421,"Fruit juices, fresh, manufacturing. and vegetable canning, pickling, drying",fruit juices fresh vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Fruit pickling,311421,"Fruit pickling. and vegetable canning, pickling, drying",fruit pickling vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Fruit pie fillings, canning",311421,"Fruit pie fillings, canning. and vegetable canning, pickling, drying",fruit pie fillings canning vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Fruits pickling,311421,"Fruits pickling. Fruit and vegetable canning, pickling, drying",fruit pickling fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Fruits, canned, manufacturing",311421,"Fruits, canned, manufacturing. Fruit and vegetable canning, pickling, drying",fruits canned fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Hominy, canned, manufacturing",311421,"Hominy, canned, manufacturing. Fruit and vegetable canning, pickling, drying",hominy canned fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Horseradish (except sauce) canning,311421,"Horseradish () canning. Fruit and vegetable canning, pickling, drying",horseradish canning fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Jellies and jams manufacturing,311421,"Jellies and jams manufacturing. Fruit vegetable canning, pickling, drying",jelly jam fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Juices, fruit or vegetable, canned manufacturing",311421,"Juices, fruit or vegetable, canned manufacturing. Fruit and vegetable canning, pickling, drying",juices fruit vegetable canned fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying","Juices, fruit or vegetable, fresh, manufacturing",311421,"Juices, fruit or vegetable, fresh, manufacturing. Fruit and vegetable canning, pickling, drying",juices fruit vegetable fresh fruit vegetable canning pickling drying,0.8713179320124177
311420,"Fruit and vegetable canning, pickling, and drying",Ketchup manufacturing,311421,"Ketchup manufacturing. Fruit and vegetable canning, pickling, drying",ketchup fruit vegetable canning pickling drying,0.8713179320124177
